ANO,DEPARTAMENTO,POBLACION_5_16,TASA_MATRICULACION_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICION,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,DESERCION,DESERCION_TRANSICION,DESERCION_PRIMARIA,DESERCION_SECUNDARIA,DESERCION_MEDIA,APROBACION,APROBACION_TRANSICION,APROBACION_PRIMARIA,APROBACION_SECUNDARIA,APROBACION_MEDIA,REPROBACION,REPROBACION_TRANSICION,REPROBACION_PRIMARIA,REPROBACION_SECUNDARIA,REPROBACION_MEDIA,REPITENCIA,REPITENCIA_TRANSICION,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA,GRUPO_COBERTURA_PIMARIA,GRUPO_COBERTURA_SECUNDARIA,GRUPO_COBERTURA_MEDIA,GRUPO_DESERCION_PRIMARIA,GRUPO_DESERCION_SECUNDARIA,GRUPO_DESERCION_MEDIA,GRUPO_REPROBACION_PRIMARIA,GRUPO_REPROBACION_SECUNDARIA,GRUPO_REPROBACION_MEDIA,GRUPO_APROBACION_PRIMARIA,GRUPO_APROBACION_SECUNDARIA,GRUPO_APROBACION_MEDIA
2014,NORTE DE SANTANDER,313966,87.2,87.15,57.87,89.64,68.4,36.99,3.3,3.61,3.37,3.4,2.46,96.07,96.31,96.28,95.57,96.48,0.62,0.09,0.36,1.02,1.06,1.64,0.36,1.21,2.71,1.4,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(3.14, 4.07]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2014,QUINDIO,110359,83.93,83.9,44.26,76.97,78.46,44.57,3.68,3.98,2.91,4.69,3.11,93.02,95.92,95.15,90.0,93.46,3.29,0.11,1.93,5.31,3.43,1.41,0.16,1.08,2.18,1.05,"(76.77, 84.98]","(76.16, 90.11]","(39.63, 44.75]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2014,RISARALDA,185754,88.18,88.02,51.56,84.11,76.47,41.11,3.67,4.0,3.04,4.65,2.96,93.08,95.48,94.54,90.6,93.52,3.25,0.52,2.42,4.75,3.52,1.66,0.16,1.32,2.62,1.2,"(76.77, 84.98]","(76.16, 90.11]","(39.63, 44.75]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2014,SANTANDER,413227,93.63,93.52,57.1,93.33,81.72,47.0,2.82,2.42,2.43,3.46,2.65,95.45,97.1,96.59,93.75,95.08,1.73,0.49,0.98,2.8,2.27,1.76,0.28,1.36,2.8,1.36,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(0.589, 3.6]","(2.5, 3.24]","(-0.001, 1.42]","(2.54, 6.72]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2014,SUCRE,201098,96.88,96.82,68.99,95.99,75.59,39.86,5.83,2.16,5.87,7.25,4.9,85.08,97.21,85.57,80.06,86.61,9.08,0.63,8.56,12.69,8.49,1.2,0.56,1.18,1.58,0.79,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2014,TOLIMA,313709,86.36,86.3,51.27,84.15,72.77,40.72,4.16,2.83,4.21,4.56,3.62,90.31,96.89,91.55,86.86,91.45,5.53,0.27,4.25,8.58,4.93,0.92,0.14,0.82,1.32,0.65,"(76.77, 84.98]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(3.6, 4.73]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2014,VALLE DEL CAUCA,880625,85.52,85.34,53.64,83.48,70.81,39.12,2.16,2.06,1.8,2.74,1.96,95.6,97.76,96.62,93.64,95.9,2.24,0.18,1.59,3.61,2.14,0.82,0.23,0.81,1.06,0.52,"(76.77, 84.98]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(2.54, 6.72]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2014,ARAUCA,74948,71.55,71.51,43.19,70.83,54.71,27.6,5.59,1.65,5.0,7.39,6.76,94.4,98.35,95.0,92.61,93.13,0.01,0.0,0.0,0.0,0.11,2.04,0.71,1.47,3.72,1.39,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2014,CASANARE,86899,103.26,103.24,70.06,102.1,84.71,46.18,2.27,1.92,2.08,2.64,2.2,92.87,97.8,94.55,89.0,93.95,4.86,0.28,3.37,8.36,3.85,1.19,0.17,1.02,1.87,0.56,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(6.72, 9.89]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2014,PUTUMAYO,92368,77.72,77.71,36.98,76.41,63.22,28.53,4.33,4.1,3.4,5.76,4.23,94.59,95.9,95.96,92.48,93.92,1.08,0.0,0.64,1.76,1.85,1.04,0.19,0.76,1.79,0.98,"(51.119, 76.77]","(57.46, 71.45]","(6.789, 29.04]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(88.48, 92.86]","(92.34, 94.78]"
2014,SAN ANDRES Y PROVIDENCIA,15395,68.17,68.13,54.44,68.17,61.25,38.52,1.22,2.11,0.94,1.25,1.55,98.74,97.89,99.06,98.75,98.17,0.03,0.0,0.0,0.0,0.27,3.72,0.24,2.9,5.69,3.76,"(51.119, 76.77]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2014,AMAZONAS,22167,82.13,82.11,43.91,84.93,57.69,23.09,3.04,2.97,1.95,4.67,4.35,96.93,97.03,98.02,95.28,95.65,0.03,0.0,0.03,0.05,0.0,3.9,0.67,3.32,6.17,3.39,"(76.77, 84.98]","(57.46, 71.45]","(6.789, 29.04]","(0.399, 2.32]","(3.6, 4.73]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2014,GUAINIA,11916,73.67,73.67,57.3,71.08,34.22,8.03,4.88,4.59,3.8,7.24,5.33,81.94,84.72,84.86,73.67,86.27,13.17,10.69,11.34,19.09,8.4,4.64,5.24,4.28,5.62,2.64,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2014,GUAVIARE,31344,56.23,56.23,26.53,54.26,43.26,20.72,2.57,2.35,2.34,3.16,2.07,97.17,96.23,97.59,96.57,97.62,0.26,1.42,0.07,0.27,0.3,1.42,0.49,1.17,2.04,1.67,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(2.32, 3.14]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2014,VAUPES,12699,62.82,62.82,20.97,62.37,34.17,11.1,7.86,3.18,5.99,11.83,12.07,90.0,96.82,92.42,85.48,81.57,2.14,0.0,1.59,2.68,6.36,3.2,1.03,4.11,2.09,0.86,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(5.81, 16.07]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2014,VICHADA,21331,74.52,74.51,34.5,74.82,36.18,14.2,5.09,3.0,3.95,8.63,5.48,88.75,94.06,88.65,86.89,89.51,6.16,2.94,7.4,4.47,5.01,1.1,0.08,0.93,1.97,0.81,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(2.54, 6.72]","(4.4, 5.81]","(70.719, 91.13]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2013,ANTIOQUIA,1272458,92.06,91.93,67.61,91.53,75.66,42.71,3.57,2.92,2.94,4.8,3.07,91.59,96.96,93.02,88.24,91.76,4.84,0.12,4.04,6.96,5.17,1.57,0.2,1.41,2.27,1.12,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(2.32, 3.14]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(92.98, 95.44]","(84.42, 88.48]","(90.37, 92.34]"
2013,ATLANTICO,522832,86.41,86.22,53.67,83.23,74.1,43.94,3.12,1.58,3.55,3.17,2.33,95.77,97.86,95.44,95.41,96.72,1.11,0.56,1.0,1.43,0.95,1.66,1.79,1.71,1.89,0.79,"(76.77, 84.98]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2013,BOGOTA DC,1466854,84.5,84.07,61.24,79.32,79.72,52.67,3.68,0.59,3.1,4.82,3.74,96.32,99.4,96.9,95.18,96.26,0.0,0.01,0.0,0.0,0.0,6.89,0.91,4.88,10.78,5.54,"(76.77, 84.98]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,BOLIVAR,492500,89.66,89.55,59.86,87.5,70.4,38.27,2.56,2.57,2.58,2.66,2.2,94.23,97.01,94.91,92.57,93.72,3.2,0.42,2.51,4.77,4.08,1.91,1.09,2.12,2.19,0.83,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(2.32, 3.14]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2013,BOYACA,292312,85.1,85.05,66.11,81.56,75.09,48.43,2.45,2.3,1.78,3.25,2.5,93.41,97.43,95.35,90.22,93.77,4.14,0.27,2.88,6.53,3.74,1.69,0.4,1.28,2.55,1.37,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2013,CALDAS,196982,82.58,82.54,56.05,78.2,70.78,44.6,4.1,4.26,3.36,5.38,3.21,88.64,95.38,90.3,84.42,90.4,7.25,0.36,6.34,10.2,6.39,1.87,0.31,1.57,2.75,1.42,"(76.77, 84.98]","(57.46, 71.45]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(2.5, 3.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(90.37, 92.34]"
2013,CAQUETA,124458,80.95,80.94,49.28,81.93,56.48,23.87,6.55,6.08,6.69,6.95,4.34,92.48,93.66,92.55,91.57,94.48,0.96,0.26,0.76,1.48,1.18,1.32,0.37,1.13,2.06,0.89,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(91.13, 92.98]","(88.48, 92.86]","(92.34, 94.78]"
2013,CAUCA,320510,84.34,84.33,47.61,85.42,63.11,31.9,3.74,2.01,3.4,4.75,3.6,91.69,97.04,91.86,89.78,92.82,4.57,0.96,4.74,5.47,3.59,1.28,0.32,1.2,1.67,1.23,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(3.44, 5.62]","(2.54, 6.72]","(2.23, 4.4]","(91.13, 92.98]","(88.48, 92.86]","(92.34, 94.78]"
2013,CESAR,262240,94.92,94.8,58.66,93.36,71.46,36.02,4.53,6.02,4.32,4.77,3.3,89.87,91.57,90.67,87.73,91.16,5.6,2.42,5.01,7.5,5.54,1.07,1.22,0.99,1.27,0.68,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(70.719, 91.13]","(84.42, 88.48]","(90.37, 92.34]"
2013,CORDOBA,407589,93.39,93.35,57.06,92.17,73.47,36.38,2.3,2.18,1.96,2.79,2.44,96.13,97.06,96.79,94.98,95.72,1.57,0.75,1.24,2.23,1.84,2.69,2.32,2.85,2.86,1.73,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,CUNDINAMARCA,572012,90.49,90.28,61.0,85.47,82.08,47.98,3.17,3.53,2.61,3.93,2.69,95.7,96.44,96.84,94.14,95.9,1.12,0.03,0.55,1.93,1.41,1.9,0.38,1.39,2.95,1.52,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,CHOCO,145133,79.59,79.59,55.47,82.73,44.28,18.43,4.59,2.79,4.29,6.19,3.71,88.85,97.07,88.62,85.44,91.92,6.56,0.14,7.09,8.37,4.38,0.15,0.25,0.16,0.11,0.06,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(5.62, 22.76]","(6.72, 9.89]","(2.23, 4.4]","(70.719, 91.13]","(84.42, 88.48]","(90.37, 92.34]"
2013,HUILA,272091,89.73,89.68,64.77,90.86,75.27,39.07,4.78,4.2,3.27,7.0,4.99,92.18,95.73,94.34,88.61,91.05,3.04,0.07,2.38,4.39,3.97,1.03,0.24,0.77,1.65,0.81,"(84.98, 91.19]","(71.45, 76.16]","(29.04, 39.63]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(90.37, 92.34]"
2013,LA GUAJIRA,244513,74.8,74.73,45.36,71.75,43.38,19.95,5.27,4.08,5.69,5.31,3.48,94.12,95.66,93.77,93.79,95.83,0.61,0.26,0.54,0.9,0.68,2.35,1.9,2.47,2.61,1.11,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2013,MAGDALENA,332266,96.03,95.83,63.85,89.83,68.82,34.97,3.19,2.03,3.13,3.87,2.68,95.32,97.26,95.41,94.26,96.0,1.49,0.72,1.46,1.86,1.32,1.32,1.31,1.28,1.56,0.76,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(-0.001, 2.54]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2013,META,213170,94.83,94.76,62.52,94.48,76.98,43.24,4.49,4.66,3.83,5.69,3.72,93.87,95.17,95.15,91.59,94.06,1.63,0.17,1.02,2.72,2.22,1.15,0.15,0.93,1.86,0.66,"(91.19, 102.1]","(76.16, 90.11]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(2.54, 6.72]","(-0.001, 2.23]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2013,NARINO,399032,76.6,76.58,45.93,75.34,56.14,28.99,2.9,0.88,3.07,3.39,2.07,95.83,99.1,96.34,94.31,95.58,1.26,0.02,0.59,2.31,2.35,1.85,0.52,1.84,2.34,1.34,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(2.32, 3.14]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,NORTE DE SANTANDER,317334,86.42,86.37,61.14,88.74,66.27,37.86,3.66,3.76,3.11,4.68,3.02,95.29,96.1,96.15,93.69,95.47,1.05,0.14,0.74,1.63,1.5,1.72,0.66,1.3,2.67,1.56,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,QUINDIO,111539,85.89,85.87,51.39,78.3,78.46,47.06,5.3,6.17,4.3,6.75,4.07,89.7,93.76,92.31,85.55,90.75,4.99,0.06,3.39,7.71,5.19,1.21,0.08,1.04,1.81,0.65,"(76.77, 84.98]","(76.16, 90.11]","(44.75, 59.33]","(4.07, 10.73]","(6.39, 12.15]","(3.24, 4.3]","(1.42, 3.44]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2013,RISARALDA,187946,89.97,89.81,58.08,85.86,75.28,42.49,5.17,5.43,3.69,7.45,3.97,89.77,93.66,93.03,84.44,90.39,5.06,0.91,3.28,8.12,5.64,0.94,0.26,0.86,1.29,0.63,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(6.39, 12.15]","(3.24, 4.3]","(1.42, 3.44]","(6.72, 9.89]","(4.4, 5.81]","(92.98, 95.44]","(84.42, 88.48]","(90.37, 92.34]"
2013,SANTANDER,419596,93.4,93.28,60.45,92.92,80.27,48.09,3.6,4.7,2.69,4.72,3.09,92.98,94.83,95.3,89.7,92.5,3.41,0.47,2.0,5.58,4.41,2.04,0.87,1.48,3.29,1.35,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(4.4, 5.81]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2013,SUCRE,202453,96.68,96.64,67.66,95.7,75.42,39.63,3.83,4.08,3.31,4.66,3.41,86.68,95.1,87.51,82.44,87.68,9.49,0.82,9.19,12.9,8.91,0.7,0.77,0.72,0.69,0.64,"(91.19, 102.1]","(71.45, 76.16]","(29.04, 39.63]","(3.14, 4.07]","(3.6, 4.73]","(3.24, 4.3]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2013,TOLIMA,317546,87.02,86.95,55.82,83.99,73.08,40.52,4.01,4.57,3.5,4.9,3.04,88.65,95.13,90.39,84.14,90.54,7.34,0.3,6.11,10.96,6.41,0.5,0.16,0.5,0.61,0.39,"(76.77, 84.98]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(2.5, 3.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(90.37, 92.34]"
2013,VALLE DEL CAUCA,887988,87.56,87.37,58.92,84.98,71.27,40.61,3.04,2.72,2.57,3.8,2.88,93.57,97.04,94.83,91.07,93.6,3.39,0.25,2.59,5.13,3.52,1.3,0.34,1.09,1.9,0.86,"(76.77, 84.98]","(57.46, 71.45]","(39.63, 44.75]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2013,ARAUCA,74658,70.71,70.7,43.08,69.81,54.13,27.78,4.17,2.13,4.26,5.09,2.63,95.83,97.87,95.74,94.91,97.28,0.01,0.0,0.0,0.0,0.09,2.42,1.42,1.96,3.63,2.04,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(4.73, 6.39]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,CASANARE,86460,103.73,103.69,74.55,102.07,84.85,45.46,3.67,4.42,3.14,4.5,2.93,90.86,95.17,92.3,87.28,92.38,5.47,0.41,4.56,8.22,4.7,1.34,0.33,1.21,2.03,0.54,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(92.34, 94.78]"
2013,PUTUMAYO,92887,76.96,76.96,36.82,76.77,60.32,27.69,5.68,6.25,4.5,7.44,5.41,88.53,93.44,91.13,83.57,87.73,5.79,0.32,4.38,8.98,6.86,0.98,0.37,0.92,1.34,0.56,"(51.119, 76.77]","(57.46, 71.45]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(6.72, 9.89]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2013,SAN ANDRES Y PROVIDENCIA,15536,67.93,67.89,48.61,66.5,62.41,39.06,0.91,0.93,1.0,0.97,0.42,99.08,99.07,99.0,99.03,99.49,0.01,0.0,0.0,0.0,0.08,4.73,4.12,3.31,6.98,3.63,"(51.119, 76.77]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,AMAZONAS,22123,81.84,81.83,48.38,83.96,58.22,22.09,3.29,3.16,1.82,5.26,5.57,95.78,96.84,97.05,94.17,92.31,0.93,0.0,1.13,0.56,2.12,4.32,2.46,4.41,5.16,2.58,"(76.77, 84.98]","(57.46, 71.45]","(6.789, 29.04]","(0.399, 2.32]","(4.73, 6.39]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(90.37, 92.34]"
2013,GUAINIA,11918,72.57,72.56,50.89,69.02,30.32,9.12,4.93,3.56,3.83,7.92,6.21,79.71,86.24,80.71,73.52,83.3,15.36,10.2,15.47,18.56,10.49,3.59,5.1,3.72,3.06,1.55,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2013,GUAVIARE,31276,57.33,57.32,29.48,55.21,44.04,20.89,4.02,3.63,4.31,4.14,2.39,95.97,96.37,95.69,95.86,97.56,0.01,0.0,0.0,0.0,0.06,1.16,0.31,0.8,1.84,1.79,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(3.6, 4.73]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2013,VAUPES,12659,62.25,62.25,21.69,63.88,33.2,8.94,8.53,11.55,7.25,11.19,6.75,81.3,86.93,80.44,80.97,85.61,10.17,1.52,12.31,7.85,7.64,2.85,0.76,2.96,3.01,3.2,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(6.72, 9.89]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2013,VICHADA,20977,74.61,74.6,35.04,74.82,36.74,14.01,9.17,7.4,9.83,8.75,6.71,87.84,92.33,87.5,86.8,88.89,2.99,0.26,2.67,4.46,4.4,1.25,0.33,0.91,2.36,1.7,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(70.719, 91.13]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2012,ANTIOQUIA,1278686,92.79,92.65,73.2,92.65,74.84,43.5,4.01,2.55,3.5,5.19,3.77,92.04,97.24,93.05,89.26,92.21,3.95,0.2,3.44,5.55,4.02,1.93,0.2,1.67,2.95,1.1,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(90.37, 92.34]"
2012,ATLANTICO,523911,91.59,91.43,53.03,89.05,76.73,45.86,3.32,2.01,3.59,3.43,2.77,96.29,97.84,96.07,96.04,96.9,0.42,0.16,0.36,0.57,0.35,0.8,0.49,0.85,0.93,0.42,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(3.14, 4.07]","(0.589, 3.6]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2012,BOGOTA DC,1470171,86.94,86.52,66.33,83.97,81.47,51.78,3.89,,3.42,4.88,4.45,96.11,100.0,96.58,95.12,95.55,0.0,0.0,0.0,0.0,0.0,5.17,0.19,3.61,8.31,4.08,"(76.77, 84.98]","(76.16, 90.11]","(44.75, 59.33]","(3.14, 4.07]","(4.73, 6.39]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
